,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
42285,366,516,516,366,water,,498,water,,345,TRUE,0.5,Rhyperior
42286,561,493,493,561,normal,,720,psychic,flying,490,TRUE,1,Gabite
42287,677,30,677,30,psychic,,355,poison,,365,FALSE,1,Cryogonal
42288,279,170,279,170,water,flying,440,water,electric,330,TRUE,2,Blaziken
42289,582,420,420,582,grass,,275,ice,,305,FALSE,2,Latios
42290,691,54,691,54,poison,dragon,494,water,,320,TRUE,0.5,Vullaby
42291,356,286,286,356,grass,fight,460,ghost,,455,TRUE,1,Mightyena
42292,238,755,755,238,grass,fairy,285,ice,psychic,305,FALSE,2,Swirlix
42293,589,730,589,730,bug,steel,495,water,fairy,530,FALSE,0.5,Drilbur
42294,305,192,192,305,grass,,425,steel,rock,430,FALSE,1,Natu
42295,231,675,675,231,fight,dark,495,ground,,330,TRUE,1,Cubchoo
42296,266,288,288,266,normal,,440,bug,,205,TRUE,1,Linoone
42297,135,313,135,313,electric,,525,bug,,430,TRUE,1,Electabuzz
42298,140,208,208,140,steel,ground,610,rock,water,355,TRUE,0.5,Sunflora
42299,177,718,718,177,dragon,ground,708,psychic,flying,320,TRUE,1,Genesect
42300,222,237,222,237,water,rock,410,fight,,455,FALSE,2,Dunsparce
42301,122,559,559,122,dark,fight,348,psychic,fairy,460,FALSE,0,Pignite
42302,380,217,380,217,dragon,psychic,700,normal,,500,TRUE,1,Anorith
42303,129,793,793,129,rock,poison,570,water,,200,TRUE,2,Xerneas
42304,492,295,295,492,normal,,490,grass,grass,600,FALSE,1,Lombre
42305,129,174,129,174,water,,200,normal,fairy,210,FALSE,1,Seaking
42306,133,433,133,433,normal,,325,psychic,,285,TRUE,1,Scyther
42307,276,111,276,111,normal,flying,270,ground,rock,345,FALSE,0,Mega Sceptile
42308,99,464,99,464,water,,475,ground,rock,535,FALSE,1,Cloyster
42309,98,396,396,98,normal,flying,245,water,,325,FALSE,1,Snorunt
42310,111,690,690,111,poison,water,320,ground,rock,345,FALSE,2,Braviary
42311,347,150,347,150,rock,bug,355,psychic,,780,FALSE,1,Swalot
42312,154,362,154,362,grass,,525,ice,,580,FALSE,2,Aerodactyl
42313,220,344,344,220,ground,psychic,500,ice,ground,250,TRUE,2,Illumise
42314,751,501,501,751,water,,308,water,bug,269,TRUE,0.5,Hippowdon
42315,537,184,184,537,water,fairy,420,water,ground,509,FALSE,0.5,Crobat
42316,408,776,776,408,fire,dragon,485,rock,,350,TRUE,2,Sliggoo
42317,23,112,23,112,poison,,288,ground,rock,485,FALSE,2,Pidgeot
42318,173,243,243,173,electric,,580,fairy,,218,TRUE,1,Octillery
42319,11,102,102,11,grass,psychic,325,bug,,205,TRUE,4,Gengar
42320,141,272,272,141,water,grass,480,rock,water,495,FALSE,0.25,Celebi
42321,304,259,259,304,water,ground,405,steel,rock,330,TRUE,0.25,Elekid
42322,349,416,349,416,water,,200,bug,flying,474,FALSE,1,Sharpedo
42323,225,601,601,225,steel,,520,ice,flying,330,TRUE,0.25,Sewaddle
42324,726,50,726,50,fire,,420,ground,ground,265,TRUE,4,Frogadier
42325,602,795,795,602,bug,fight,570,electric,,275,TRUE,1,Zygarde Half Forme
42326,31,544,544,31,bug,poison,360,poison,ground,505,FALSE,0.5,Regigigas
42327,662,228,228,662,dark,fire,330,fire,flying,382,FALSE,0.5,Qwilfish
42328,483,324,483,324,steel,dragon,680,fire,,470,TRUE,1,Stunky
42329,390,334,334,390,dragon,flying,590,fire,,309,TRUE,0.5,Mega Aggron
42330,17,626,626,17,normal,,490,normal,flying,349,TRUE,1,Tirtouga
42331,197,63,63,197,psychic,,310,dark,,525,FALSE,2,0
42332,273,180,273,180,grass,,220,electric,,365,FALSE,0.5,Treecko
42333,456,262,262,456,dark,,420,water,,330,TRUE,1,Blissey
42334,795,141,141,795,rock,water,495,bug,fight,570,FALSE,2,Gyarados
42335,444,291,444,291,dragon,ground,410,bug,flying,456,FALSE,1,Staraptor
42336,188,624,624,188,dark,steel,340,grass,flying,340,FALSE,0.25,Yamask
42337,709,349,709,349,ghost,grass,474,water,,200,TRUE,0.5,Landorus Incarnate Forme
42338,117,228,228,117,dark,fire,330,water,,440,FALSE,2,Qwilfish
42339,670,62,62,670,water,fight,510,fairy,,551,FALSE,2,Mankey
42340,168,534,534,168,fight,,505,bug,poison,400,TRUE,0.5,Wash Rotom
42341,452,781,452,781,poison,dark,500,ghost,grass,517,FALSE,0.25,Budew
42342,643,770,643,770,dragon,fire,680,ghost,ground,480,TRUE,2,Swanna
42343,120,79,120,79,water,,340,water,psychic,315,TRUE,0.5,Rhyhorn
42344,47,533,533,47,fight,,405,bug,grass,405,FALSE,0.5,Heat Rotom
42345,131,408,131,408,water,ice,535,rock,,350,TRUE,2,Starmie
42346,280,1,280,1,psychic,fairy,198,grass,poison,318,FALSE,2,Mega Blaziken
42347,727,651,727,651,fire,dark,530,grass,,405,TRUE,0.5,Greninja
42348,139,758,139,758,rock,water,495,poison,fire,480,TRUE,0.125,Tauros
42349,396,445,396,445,normal,flying,245,dragon,ground,700,FALSE,0,Snorunt
42350,640,188,640,188,grass,fight,580,grass,flying,340,TRUE,2,Duosion
42351,336,356,336,356,poison,,458,ghost,,455,TRUE,1,Medicham
42352,762,338,338,762,rock,psychic,460,grass,,290,TRUE,2,Electrike
42353,67,461,67,461,fight,,405,dark,ice,510,FALSE,0.5,Poliwhirl
42354,560,649,649,560,bug,steel,600,dark,fight,488,TRUE,1,Emolga
42355,157,210,157,210,fire,,534,fairy,,450,TRUE,0.5,Articuno
42356,11,405,11,405,bug,,205,electric,,523,FALSE,1,Wartortle
42357,30,661,661,30,normal,flying,278,poison,,365,FALSE,1,Klink
42358,319,722,722,319,grass,flying,320,water,dark,560,FALSE,0.5,Fennekin
42359,369,627,369,627,water,rock,485,normal,flying,350,TRUE,0.25,Seviper
42360,73,176,73,176,water,poison,515,fairy,flying,405,TRUE,0.5,Machop
42361,270,431,270,431,water,grass,220,normal,,310,FALSE,1,Lugia
42362,638,631,631,638,fire,,484,steel,fight,580,FALSE,0.5,Garbodor
42363,264,316,316,264,poison,,302,normal,,420,FALSE,1,Ninjask
42364,387,522,522,387,electric,,295,grass,,318,FALSE,1,Leafeon
42365,478,610,478,610,ice,ghost,480,dragon,,320,TRUE,1,Mismagius
42366,623,564,623,564,ground,ghost,483,water,rock,355,TRUE,1,Sigilyph
42367,727,386,727,386,fire,dark,530,psychic,,600,FALSE,0,Greninja
42368,410,672,410,672,rock,steel,350,grass,,350,FALSE,1,Mega Salamence
42369,292,495,495,292,grass,,308,bug,ghost,236,TRUE,2,Mega Garchomp
42370,135,484,135,484,electric,,525,water,dragon,680,FALSE,1,Electabuzz
42371,640,28,28,640,ground,ice,450,grass,fight,580,FALSE,2,Fearow
42372,778,186,778,186,ghost,fairy,476,water,,500,FALSE,1,Klefki
42373,772,678,772,678,normal,,534,psychic,,466,TRUE,1,Hawlucha
42374,56,696,56,696,fight,,305,rock,dragon,362,FALSE,0.5,Diglett
42375,724,157,724,157,grass,ghost,530,fire,,534,FALSE,2,Delphox
42376,616,591,616,591,bug,,305,grass,poison,464,FALSE,0.5,Darmanitan Standard Mode
42377,722,155,155,722,fire,,309,grass,flying,320,FALSE,0.5,Mega Aerodactyl
42378,433,327,327,433,normal,,360,psychic,,285,TRUE,1,Sableye
42379,408,585,408,585,rock,,350,normal,grass,335,TRUE,1,Shelgon
42380,699,493,699,493,rock,ice,521,normal,,720,FALSE,0.5,Volcarona
42381,323,425,425,323,ghost,flying,348,fire,ground,560,FALSE,0,Primal Groudon
42382,759,659,759,659,normal,fight,340,normal,,237,TRUE,1,Binacle
42383,450,265,265,450,bug,,195,ground,,525,FALSE,0.5,Suicune
42384,181,134,134,181,water,,525,electric,,610,FALSE,2,Jynx
42385,519,128,519,128,normal,flying,264,normal,,490,FALSE,1,Magmortar
42386,124,438,438,124,rock,,290,ice,psychic,455,FALSE,1,Infernape
42387,79,43,79,43,water,psychic,315,grass,poison,320,FALSE,2,Tentacool
42388,406,143,406,143,grass,poison,280,normal,,540,FALSE,1,Luvdisc
42389,693,551,551,693,ground,dark,292,water,,500,FALSE,2,Shaymin Land Forme
42390,593,256,256,593,fire,fight,405,water,ghost,480,FALSE,2,Tyrogue
42391,414,462,414,462,bug,flying,424,electric,steel,535,FALSE,2,Mega Metagross
42392,190,249,249,190,psychic,flying,680,normal,,360,TRUE,1,Mega Houndoom
42393,515,139,139,515,rock,water,495,water,,316,TRUE,1,Tauros
42394,548,420,420,548,grass,,275,grass,,280,FALSE,0.5,Latios
42395,711,546,711,546,ghost,grass,494,grass,fairy,280,TRUE,0.5,Kyurem
42396,351,16,16,351,normal,flying,251,normal,,420,FALSE,1,Butterfree
42397,397,647,397,647,normal,flying,340,water,fight,580,FALSE,1,Glalie
42398,25,638,25,638,electric,,320,steel,fight,580,FALSE,0.5,Rattata
42399,645,540,540,645,bug,grass,310,ground,flying,600,FALSE,1,Azelf
42400,393,772,772,393,normal,,534,water,,314,TRUE,1,Hawlucha
42401,756,716,716,756,fairy,,680,grass,fairy,405,TRUE,1,Meloetta Aria Forme
42402,201,799,799,201,dark,dragon,570,psychic,,336,TRUE,0,Hoopa Unbound
42403,273,727,727,273,fire,dark,530,grass,,220,TRUE,0.5,Greninja
42404,6,360,360,6,psychic,,260,fire,flying,634,FALSE,1,Trapinch
42405,773,7,773,7,normal,,570,water,,314,TRUE,1,Dedenne
42406,215,692,692,215,water,,330,dark,ice,430,FALSE,0.5,Mandibuzz
42407,710,241,710,241,ghost,grass,335,normal,,490,FALSE,0,Landorus Therian Forme
42408,160,108,108,160,normal,,385,water,,530,FALSE,1,Kingler
42409,132,778,132,778,normal,,288,ghost,fairy,476,FALSE,0,Mr. Mime
42410,235,177,177,235,psychic,flying,320,normal,,250,TRUE,1,Furret
42411,193,330,193,330,bug,flying,390,ground,dragon,520,FALSE,0,Xatu
42412,518,669,518,669,psychic,,487,fairy,,303,TRUE,1,Electivire
42413,24,457,24,457,poison,,448,water,,460,FALSE,1,Mega Pidgeot
42414,520,63,63,520,psychic,,310,normal,flying,358,FALSE,1,0
42415,267,569,569,267,poison,,474,bug,flying,395,TRUE,0.5,Purrloin
42416,758,207,758,207,poison,fire,480,ground,flying,430,TRUE,4,Malamar
42417,553,304,553,304,ground,dark,519,steel,rock,330,TRUE,0.5,Arceus
42418,4,17,4,17,fire,,309,normal,flying,349,FALSE,1,Mega Venusaur
42419,623,120,120,623,water,,340,ground,ghost,483,FALSE,1,Rhyhorn
42420,169,118,169,118,poison,flying,535,water,,320,TRUE,1,Meganium
42421,529,355,529,355,ground,,328,ghost,,295,TRUE,1,Probopass
42422,360,290,290,360,bug,ground,266,psychic,,260,TRUE,1,Silcoon
42423,591,138,138,591,rock,water,355,grass,poison,464,FALSE,2,Mega Pinsir
42424,450,527,527,450,psychic,flying,323,ground,,525,FALSE,0,Gallade
42425,310,620,620,310,fight,,510,electric,,575,FALSE,1,Crustle
42426,371,377,377,371,rock,,580,dragon,,300,TRUE,1,Claydol
42427,513,126,513,126,fire,,316,fire,,495,FALSE,0.5,Weavile
42428,279,520,520,279,normal,flying,358,water,flying,440,FALSE,1,Togekiss
42429,113,41,41,113,poison,flying,245,normal,,450,FALSE,1,Clefairy
42430,710,355,710,355,ghost,grass,335,ghost,,295,TRUE,2,Landorus Therian Forme
42431,614,154,154,614,grass,,525,ice,,505,TRUE,2,Aerodactyl
42432,360,731,360,731,psychic,,260,normal,flying,265,FALSE,1,Trapinch
42433,711,97,711,97,ghost,grass,494,psychic,,483,TRUE,1,Kyurem
42434,65,267,65,267,psychic,,600,bug,flying,395,TRUE,2,Arcanine
42435,207,280,280,207,psychic,fairy,198,ground,flying,430,FALSE,1,Mega Blaziken
42436,645,414,414,645,bug,flying,424,ground,flying,600,FALSE,0,Mega Metagross
42437,299,76,299,76,rock,,375,rock,ground,495,FALSE,2,Shiftry
42438,474,407,474,407,normal,,535,grass,poison,515,TRUE,1,Drifblim
42439,9,252,9,252,water,,630,grass,,310,TRUE,2,Mega Charizard Y
42440,439,174,174,439,normal,fairy,210,psychic,fairy,310,FALSE,1,Croconaw
42441,230,667,230,667,water,dragon,540,fire,normal,369,TRUE,0.25,Mega Scizor
42442,722,487,487,722,ghost,dragon,680,grass,flying,320,TRUE,0.5,Bonsly
42443,455,106,106,455,fight,,455,grass,,454,TRUE,1,Hypno
42444,645,28,28,645,ground,ice,450,ground,flying,600,FALSE,1,Fearow
42445,293,541,541,293,bug,grass,380,normal,,240,TRUE,1,Dialga
42446,43,161,161,43,normal,,215,grass,poison,320,FALSE,1,Dragonair
42447,75,149,75,149,rock,ground,390,dragon,flying,600,FALSE,0.5,Machamp
42448,728,305,728,305,water,,320,steel,rock,430,FALSE,0.5,Bunnelby
42449,524,373,524,373,rock,,280,dragon,flying,700,FALSE,0.5,Gliscor
42450,246,529,246,529,rock,ground,300,ground,,328,FALSE,2,Skarmory
42451,491,370,491,370,dark,,600,water,,330,TRUE,1,Spiritomb
42452,707,558,707,558,steel,fairy,470,bug,rock,485,FALSE,0.125,Reshiram
42453,481,81,481,81,psychic,,580,electric,steel,325,TRUE,1,Purugly
42454,117,609,609,117,ghost,fire,520,water,,440,TRUE,2,Petilil
42455,20,48,20,48,normal,dark,413,bug,poison,305,TRUE,1,Mega Beedrill
42456,26,641,26,641,electric,electric,485,flying,,580,FALSE,0.5,Raticate
42457,231,318,318,231,water,dark,305,ground,,330,FALSE,1,Whismur
42458,377,690,690,377,poison,water,320,rock,,580,FALSE,1,Braviary
42459,631,285,631,285,fire,,484,grass,,295,TRUE,0.5,Garbodor
42460,433,27,27,433,ground,ice,300,psychic,,285,TRUE,1,Spearow
42461,546,85,85,546,normal,flying,470,grass,fairy,280,TRUE,0.5,Rapidash
42462,574,29,574,29,psychic,,290,poison,,275,TRUE,1,Simisear
42463,646,619,646,619,dragon,ice,700,fight,,350,TRUE,2,Vanilluxe
42464,81,690,690,81,poison,water,320,electric,steel,325,FALSE,1,Braviary
42465,445,798,798,445,grass,steel,570,dragon,ground,700,FALSE,0.5,Hoopa Confined
42466,627,481,627,481,normal,flying,350,psychic,,580,FALSE,1,Carracosta
42467,201,314,314,201,bug,,430,psychic,,336,TRUE,1,Slaking
42468,101,409,409,101,rock,,495,electric,,490,TRUE,1,Salamence
42469,445,686,686,445,dark,psychic,288,dragon,ground,700,FALSE,1,Pawniard
42470,64,696,64,696,psychic,,400,rock,dragon,362,TRUE,1,Growlithe
42471,47,22,22,47,normal,flying,442,bug,grass,405,TRUE,0.25,Pidgeotto
42472,366,694,694,366,electric,normal,289,water,,345,FALSE,1,Durant
42473,725,178,725,178,fire,,320,psychic,flying,470,FALSE,1,Froakie
42474,401,181,181,401,electric,,610,bug,,194,TRUE,1,Ledian
42475,151,662,151,662,psychic,,600,fire,flying,382,TRUE,1,Omastar
42476,474,461,474,461,normal,,535,dark,ice,510,TRUE,1,Drifblim
42477,733,558,558,733,bug,rock,485,normal,flying,485,FALSE,0.5,Tepig
42478,169,636,169,636,poison,flying,535,bug,fire,360,TRUE,0.25,Meganium
42479,288,601,288,601,normal,,440,steel,,520,FALSE,1,Linoone
42480,530,37,37,530,fire,ice,299,ground,steel,508,FALSE,1,Nidoqueen
42481,101,671,101,671,electric,,490,fairy,,552,FALSE,1,Haunter
42482,603,601,603,601,electric,,405,steel,,520,FALSE,0.5,Leavanny
42483,797,547,797,547,steel,flying,570,grass,fairy,480,TRUE,0.125,Mega Diancie
42484,797,759,797,759,steel,flying,570,normal,fight,340,TRUE,0.5,Mega Diancie
42485,505,744,505,744,normal,,420,rock,,280,TRUE,1,Toxicroak
42486,557,356,356,557,ghost,,455,bug,rock,325,TRUE,0.5,Torkoal
42487,763,99,99,763,water,,475,grass,,510,FALSE,2,Cloyster
42488,694,614,694,614,electric,normal,289,ice,,505,FALSE,1,Durant
42489,772,468,772,468,normal,,534,fairy,flying,545,FALSE,1,Hawlucha
42490,642,549,549,642,grass,,480,electric,flying,580,FALSE,1,Manaphy
42491,331,469,331,469,grass,,335,bug,flying,515,FALSE,4,Aron
42492,55,6,55,6,water,,500,fire,flying,634,FALSE,0.5,Venomoth
42493,562,71,71,562,grass,poison,490,ghost,,303,TRUE,1,Alakazam
42494,471,590,590,471,grass,poison,294,ice,,525,FALSE,2,Excadrill
42495,304,171,171,304,water,electric,460,steel,rock,330,TRUE,0.25,Quilava
42496,401,186,186,401,water,,500,bug,,194,TRUE,1,Lanturn
42497,341,328,328,341,ground,,290,water,,308,FALSE,2,Mega Sableye
42498,416,706,706,416,dragon,,600,bug,flying,474,TRUE,1,Thundurus Therian Forme
42499,743,379,379,743,steel,,580,bug,fairy,464,TRUE,0.25,Cradily
42500,77,581,581,77,water,flying,473,fire,,410,TRUE,0.5,Unfezant
42501,197,275,275,197,grass,dark,480,dark,,525,FALSE,0.5,Sceptile
42502,573,697,697,573,rock,dragon,521,normal,,470,TRUE,0.5,Hydreigon
42503,743,713,713,743,ice,,514,bug,fairy,464,TRUE,1,Kyurem White Kyurem
42504,609,68,68,609,fight,,505,ghost,fire,520,FALSE,1,Poliwrath
42505,129,31,31,129,poison,ground,505,water,,200,TRUE,2,Pikachu
42506,215,335,215,335,dark,ice,430,normal,,458,FALSE,1,Slowking
42507,527,110,527,110,psychic,flying,323,poison,,490,FALSE,1,Gallade
42508,635,604,635,604,dark,dragon,600,electric,,515,TRUE,0.5,Cinccino
42509,715,704,704,715,dragon,,300,flying,dragon,535,FALSE,2,Tornadus Therian Forme
42510,755,491,755,491,grass,fairy,285,dark,,600,FALSE,0.5,Swirlix
42511,727,437,727,437,fire,dark,530,steel,psychic,500,TRUE,0,Greninja
42512,596,125,125,596,electric,,490,bug,electric,472,TRUE,0.5,Mega Kangaskhan
42513,495,663,495,663,grass,,308,fire,flying,499,FALSE,4,Mega Garchomp
42514,114,72,72,114,water,poison,335,grass,,435,FALSE,1,Mega Alakazam
42515,396,278,278,396,water,flying,270,normal,flying,245,TRUE,1,Combusken
42516,1,706,706,1,dragon,,600,grass,poison,318,TRUE,0.5,Thundurus Therian Forme
42517,653,96,653,96,fire,,307,psychic,,328,FALSE,1,Amoonguss
42518,689,747,747,689,poison,water,305,rock,water,500,FALSE,0.5,Meowstic Male
42519,284,568,568,284,poison,,329,bug,flying,454,FALSE,0.5,Stoutland
42520,527,10,527,10,psychic,flying,323,bug,,195,TRUE,1,Gallade
42521,687,429,687,429,dark,psychic,482,ghost,,495,FALSE,1,Bisharp
42522,645,226,645,226,ground,flying,600,water,flying,485,TRUE,2,Vanillish
42523,513,634,513,634,fire,,316,dark,dragon,420,FALSE,1,Weavile
42524,368,482,368,482,water,,485,psychic,,580,FALSE,1,Zangoose
42525,582,577,582,577,ice,,305,psychic,,290,TRUE,1,Blitzle
42526,9,496,9,496,water,,630,grass,,413,TRUE,2,Mega Charizard Y
42527,615,631,631,615,fire,,484,ice,,515,FALSE,0.5,Garbodor
42528,471,582,582,471,ice,,305,ice,,525,FALSE,0.5,Blitzle
42529,623,190,623,190,ground,ghost,483,normal,,360,TRUE,0,Sigilyph
42530,645,352,352,645,normal,,440,ground,flying,600,FALSE,1,Wailord
42531,760,234,234,760,normal,,465,normal,fight,500,FALSE,2,Sneasel
42532,173,696,696,173,rock,dragon,362,fairy,,218,TRUE,2,Zweilous
42533,773,726,773,726,normal,,570,fire,,420,TRUE,1,Dedenne
42534,23,35,23,35,poison,,288,fairy,,323,FALSE,0.5,Pidgeot
42535,386,389,386,389,psychic,,600,grass,ground,525,TRUE,1,Shuppet
42536,603,345,603,345,electric,,405,rock,grass,355,TRUE,1,Leavanny
42537,522,754,522,754,electric,,295,grass,,480,FALSE,1,Leafeon
42538,547,625,547,625,grass,fairy,480,dark,steel,490,FALSE,1,Cresselia
42539,47,58,58,47,fire,,350,bug,grass,405,FALSE,0.25,Meowth
42540,456,223,223,456,water,,300,water,,330,FALSE,0.5,Gligar
42541,433,443,443,433,dragon,ground,300,psychic,,285,TRUE,1,Staravia
42542,533,244,533,244,fight,,405,fire,,580,FALSE,1,Heat Rotom
42543,143,67,67,143,fight,,405,normal,,540,FALSE,1,Poliwhirl
42544,675,341,341,675,water,,308,fight,dark,495,FALSE,1,Plusle
42545,280,677,677,280,psychic,,355,psychic,fairy,198,TRUE,0.5,Cryogonal
42546,243,730,730,243,water,fairy,530,electric,,580,FALSE,2,Fletchling
42547,543,520,520,543,normal,flying,358,bug,poison,260,TRUE,0.5,Togekiss
42548,34,233,233,34,normal,,515,poison,ground,505,TRUE,1,Mega Heracross
42549,143,136,136,143,fire,,525,normal,,540,FALSE,1,Magmar
42550,723,464,723,464,grass,flying,420,ground,rock,535,FALSE,0,Braixen
42551,96,583,583,96,ice,,395,psychic,,328,TRUE,1,Zebstrika
42552,353,139,139,353,rock,water,495,ghost,,295,TRUE,1,Tauros
42553,658,267,267,658,bug,flying,395,water,dark,640,FALSE,1,Pupitar
42554,699,346,699,346,rock,ice,521,rock,grass,495,TRUE,4,Volcarona
42555,470,165,165,470,bug,flying,265,grass,,525,FALSE,0.25,Mega Mewtwo Y
42556,396,360,396,360,normal,flying,245,psychic,,260,FALSE,1,Snorunt
42557,536,791,536,791,water,ground,384,psychic,steel,680,FALSE,0.5,Fan Rotom
42558,385,425,425,385,ghost,flying,348,steel,psychic,600,FALSE,1,Primal Groudon
42559,385,48,48,385,bug,poison,305,steel,psychic,600,FALSE,2,Golbat
42560,536,327,536,327,water,ground,384,normal,,360,TRUE,1,Fan Rotom
42561,506,550,550,506,water,,460,normal,,275,TRUE,1,Darkrai
42562,110,307,110,307,poison,,490,fight,psychic,280,TRUE,1,Electrode
42563,714,163,163,714,normal,flying,262,flying,dragon,245,TRUE,1,Mewtwo
42564,261,426,261,426,dark,,220,ghost,flying,498,FALSE,0.5,Miltank
42565,740,344,344,740,ground,psychic,500,fight,ice,478,TRUE,1,Illumise
42566,563,611,611,563,dragon,,410,ghost,,483,FALSE,1,Basculin
42567,137,196,137,196,normal,,395,psychic,,525,FALSE,1,Pinsir
42568,694,497,694,497,electric,normal,289,grass,,528,FALSE,1,Durant
42569,473,125,125,473,electric,,490,ice,ground,530,FALSE,2,Mega Kangaskhan
42570,612,424,424,612,normal,,482,dragon,,540,FALSE,1,Groudon
42571,247,385,247,385,rock,ground,410,steel,psychic,600,FALSE,2,Houndour
42572,395,577,577,395,psychic,,290,water,steel,530,FALSE,1,Munna
42573,329,216,216,329,normal,,330,ground,dragon,340,FALSE,1,Misdreavus
42574,640,281,281,640,psychic,fairy,278,grass,fight,580,FALSE,0.25,Mudkip
42575,2,687,687,2,dark,psychic,482,grass,poison,405,TRUE,1,Bisharp
42576,394,358,394,358,water,,405,psychic,,455,FALSE,1,Mega Absol
42577,781,261,261,781,dark,,220,ghost,grass,517,FALSE,0.5,Miltank
42578,502,682,682,502,fairy,,341,water,,413,FALSE,1,Mienshao
42579,738,291,291,738,bug,flying,456,bug,electric,500,FALSE,1,Beautifly
42580,157,416,157,416,fire,,534,bug,flying,474,TRUE,0.5,Articuno
42581,276,253,276,253,normal,flying,270,grass,,405,FALSE,0.5,Mega Sceptile
42582,432,278,432,278,normal,,452,water,flying,270,TRUE,1,Deoxys Speed Forme
42583,386,354,386,354,psychic,,600,ghost,,555,TRUE,2,Shuppet
42584,243,370,370,243,water,,330,electric,,580,FALSE,2,Lunatone
42585,630,581,581,630,water,flying,473,dark,flying,510,FALSE,1,Unfezant
42586,355,447,355,447,ghost,,295,fight,,285,TRUE,0,Mega Camerupt
42587,578,349,349,578,water,,200,psychic,,370,FALSE,1,Sharpedo
42588,218,143,143,218,normal,,540,fire,,250,TRUE,1,Lapras
42589,26,171,26,171,electric,electric,485,water,electric,460,TRUE,0.5,Raticate
42590,11,456,11,456,bug,,205,water,,330,FALSE,1,Wartortle
42591,465,557,557,465,bug,rock,325,grass,,535,FALSE,1,Serperior
42592,421,504,421,504,grass,,450,normal,,255,TRUE,1,Mega Latios
42593,318,184,184,318,water,fairy,420,water,dark,305,TRUE,0.25,Crobat
42594,653,371,371,653,dragon,,300,fire,,307,FALSE,0.5,Solrock
42595,396,697,697,396,rock,dragon,521,normal,flying,245,TRUE,0.25,Hydreigon
42596,201,776,776,201,fire,dragon,485,psychic,,336,TRUE,1,Sliggoo
42597,64,596,596,64,bug,electric,472,psychic,,400,TRUE,1,Tympole
42598,510,384,384,510,dragon,flying,780,dark,,446,TRUE,1,Castform
42599,611,172,172,611,electric,,205,dragon,,410,FALSE,1,Typhlosion
42600,718,414,414,718,bug,flying,424,dragon,ground,708,FALSE,0,Mega Metagross
42601,740,612,740,612,fight,ice,478,dragon,,540,FALSE,1,Florges
42602,200,162,162,200,normal,,415,ghost,,435,FALSE,0,Dragonite
42603,140,483,140,483,rock,water,355,steel,dragon,680,FALSE,1,Magikarp
42604,745,241,745,241,rock,,487,normal,,490,FALSE,0.5,Furfrou
42605,223,565,223,565,water,,300,water,rock,495,FALSE,0.5,Gligar
42606,239,455,455,239,grass,,454,electric,,360,TRUE,0.5,Rampardos
42607,44,785,44,785,grass,poison,395,electric,fairy,570,FALSE,0.25,Ninetales
42608,726,505,726,505,fire,,420,normal,,420,FALSE,1,Frogadier
42609,483,323,483,323,steel,dragon,680,fire,ground,560,TRUE,2,Stunky
42610,742,451,451,742,poison,bug,330,bug,fairy,304,TRUE,0.25,Luxray
42611,478,38,478,38,ice,ghost,480,fire,ice,505,FALSE,1,Mismagius
42612,5,667,5,667,fire,,405,fire,normal,369,TRUE,0.5,Charmander
42613,81,151,151,81,psychic,,600,electric,steel,325,TRUE,1,Omastar
42614,413,749,413,749,bug,grass,424,ground,,385,TRUE,0.25,Metagross
42615,382,49,49,382,bug,poison,450,water,,770,FALSE,1,Oddish
42616,438,746,438,746,rock,,290,water,,620,FALSE,2,Infernape
42617,759,192,192,759,grass,,425,normal,fight,340,TRUE,1,Natu
42618,764,521,521,764,normal,flying,488,fairy,,485,TRUE,1,Yanmega
42619,677,429,429,677,ghost,,495,psychic,,355,TRUE,1,Deoxys Normal Forme
42620,349,638,349,638,water,,200,steel,fight,580,FALSE,0.5,Sharpedo
42621,561,31,31,561,poison,ground,505,psychic,flying,490,TRUE,2,Pikachu
42622,537,783,537,783,water,ground,509,dragon,fight,420,TRUE,1,Mow Rotom
42623,182,376,376,182,steel,psychic,700,grass,,490,TRUE,0.5,Baltoy
42624,194,182,194,182,water,ground,210,grass,,490,FALSE,4,Mareep
42625,704,689,704,689,dragon,,300,rock,water,500,FALSE,0.5,Tornadus Therian Forme
42626,435,598,598,435,grass,steel,489,poison,dark,479,TRUE,0,Seismitoad
42627,575,203,575,203,psychic,,390,normal,psychic,455,FALSE,0.5,Panpour
42628,743,40,40,743,normal,fairy,435,bug,fairy,464,FALSE,0.5,Nidoking
42629,347,735,735,347,normal,,418,rock,bug,355,TRUE,1,Vivillon
42630,228,426,426,228,ghost,flying,498,dark,fire,330,TRUE,2,Rayquaza
42631,519,364,519,364,normal,flying,264,ice,water,410,FALSE,2,Magmortar
42632,48,619,48,619,bug,poison,305,fight,,350,FALSE,0.25,Golbat
42633,53,392,392,53,fire,fight,534,normal,dark,440,TRUE,0.5,Chimecho
42634,240,259,259,240,water,ground,405,fire,,365,TRUE,0.5,Elekid
42635,172,59,59,172,fire,,555,electric,,205,TRUE,1,Persian
42636,749,185,185,749,rock,,410,ground,,385,TRUE,2,Chinchou
42637,40,412,412,40,bug,,224,normal,fairy,435,FALSE,1,Metang
42638,115,5,115,5,normal,,590,fire,,405,TRUE,1,Hitmonlee
